PointID,WGS_X,WGS_Y,FileName,Admission,Date,DeviceHeight,FileTag,HasDepth,HasTopo,Heading,ID,ImgLayer[0].BlockX,ImgLayer[0].BlockY,ImgLayer[0].ImgFormat,ImgLayer[0].ImgLevel,ImgLayer[1].BlockX,ImgLayer[1].BlockY,ImgLayer[1].ImgFormat,ImgLayer[1].ImgLevel,ImgLayer[2].BlockX,ImgLayer[2].BlockY,ImgLayer[2].ImgFormat,ImgLayer[2].ImgLevel,ImgLayer[3].BlockX,ImgLayer[3].BlockY,ImgLayer[3].ImgFormat,ImgLayer[3].ImgLevel,LayerCount,Links,Links.__len__,Links[0].CPointX,Links[0].CPointY,Links[0].DIR,Links[0].PID,Links[0].RID,Links[0].Type,Links[0].X,Links[0].Y,Links[1].CPointX,Links[1].CPointY,Links[1].DIR,Links[1].PID,Links[1].RID,Links[1].Type,Links[1].X,Links[1].Y,Links[2].CPointX,Links[2].CPointY,Links[2].DIR,Links[2].PID,Links[2].RID,Links[2].Type,Links[2].X,Links[2].Y,Links[3].CPointX,Links[3].CPointY,Links[3].DIR,Links[3].PID,Links[3].RID,Links[3].Type,Links[3].X,Links[3].Y,Links[4].CPointX,Links[4].CPointY,Links[4].DIR,Links[4].PID,Links[4].RID,Links[4].Type,Links[4].X,Links[4].Y,Mode,MoveDir,NorthDir,Obsolete,Pitch,Provider,RX,RY,Rname,Roads.__len__,Roads[0].ID,Roads[0].IsCurrent,Roads[0].Name,Roads[0].Panos.__len__,Roads[0].Panos[0].DIR,Roads[0].Panos[0].Order,Roads[0].Panos[0].PID,Roads[0].Panos[0].Type,Roads[0].Panos[0].X,Roads[0].Panos[0].Y,Roads[0].Panos[1].DIR,Roads[0].Panos[1].Order,Roads[0].Panos[1].PID,Roads[0].Panos[1].Type,Roads[0].Panos[1].X,Roads[0].Panos[1].Y,Roads[0].Panos[2].DIR,Roads[0].Panos[2].Order,Roads[0].Panos[2].PID,Roads[0].Panos[2].Type,Roads[0].Panos[2].X,Roads[0].Panos[2].Y,Roads[0].Panos[3].DIR,Roads[0].Panos[3].Order,Roads[0].Panos[3].PID,Roads[0].Panos[3].Type,Roads[0].Panos[3].X,Roads[0].Panos[3].Y,Roads[0].Panos[4].DIR,Roads[0].Panos[4].Order,Roads[0].Panos[4].PID,Roads[0].Panos[4].Type,Roads[0].Panos[4].X,Roads[0].Panos[4].Y,Roads[0].Width,Roads[1].ID,Roads[1].IsCurrent,Roads[1].Name,Roads[1].Panos,Roads[1].Width,Roads[2].ID,Roads[2].IsCurrent,Roads[2].Name,Roads[2].Panos,Roads[2].Width,Roads[3].ID,Roads[3].IsCurrent,Roads[3].Name,Roads[3].Panos,Roads[3].Width,Roads[4].ID,Roads[4].IsCurrent,Roads[4].Name,Roads[4].Panos,Roads[4].Width,Roll,SwitchID,Time,TimeLine.__len__,TimeLine[0].ID,TimeLine[0].IsCurrent,TimeLine[0].Time,TimeLine[0].TimeDir,TimeLine[0].TimeLine,TimeLine[0].Year,TimeLine[1].ID,TimeLine[1].IsCurrent,TimeLine[1].Time,TimeLine[1].TimeDir,TimeLine[1].TimeLine,TimeLine[1].Year,TimeLine[2].ID,TimeLine[2].IsCurrent,TimeLine[2].Time,TimeLine[2].TimeDir,TimeLine[2].TimeLine,TimeLine[2].Year,TimeLine[3].ID,TimeLine[3].IsCurrent,TimeLine[3].Time,TimeLine[3].TimeDir,TimeLine[3].TimeLine,TimeLine[3].Year,TimeLine[4].ID,TimeLine[4].IsCurrent,TimeLine[4].Time,TimeLine[4].TimeDir,TimeLine[4].TimeLine,TimeLine[4].Year,Type,UserID,Version,X,Y,Z,format_v,id,optver,pid,plane,procdate
833,121.434417314,31.2035034179,833_121.434417_31.203503_ID-09000300122211041259205595O_Date-20221104_Time-202211_FH-d552e93c.jpg,GS京(2023)1378,20221104,2.32,pano_cfg,0,1,155.12,09000300122211041259205595O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,NA,NA,1351941876,363746781,331,09000300122211041259188875O,4c48e2-7e97-05ec-65d2-3ce3af,street,1351941452,363747563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,155.12,114.88,0,3.16,9,1351942004,363746302,余庆路,NA,f5883e-1b46-2a19-4bb8-bd63e3,1,余庆路,NA,151,0,09000300122211041259205595O,street,1351942037,363746320,151,1,09000300122211041259220285O,street,1351942578,363745114,151,2,09000300122211041259230915O,street,1351942997,363744191,0,3,09000300122211041259248885O,street,1351943737,363742651,NA,NA,NA,NA,NA,NA,300,4c48e2-7e97-05ec-65d2-3ce3af,0,余庆路,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,,202211,7,09000300122211041259205595O,1,day,,202211,2022,09000300122101130954003647I,0,day,obsolete,202101,2021,09000300122002211547272125O,0,day,obsolete,202002,2020,09000300121709041121211251Y,0,day,obsolete,201709,2017,09000300011512071126381685Z,0,day,obsolete,201512,2015,street,,0,1351942037,363746320,14.74,0,09000300122211041259205595O,NA,09000300122211041259205595O,,20240903
834,121.434417314,31.2035034179,834_121.434417_31.203503_ID-09000300122211041259205595O_Date-20221104_Time-202211_FH-d552e93c.jpg,GS京(2023)1378,20221104,2.32,pano_cfg,0,1,155.12,09000300122211041259205595O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,NA,NA,1351941876,363746781,331,09000300122211041259188875O,4c48e2-7e97-05ec-65d2-3ce3af,street,1351941452,363747563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,155.12,114.88,0,3.16,9,1351942004,363746302,余庆路,NA,f5883e-1b46-2a19-4bb8-bd63e3,1,余庆路,NA,151,0,09000300122211041259205595O,street,1351942037,363746320,151,1,09000300122211041259220285O,street,1351942578,363745114,151,2,09000300122211041259230915O,street,1351942997,363744191,0,3,09000300122211041259248885O,street,1351943737,363742651,NA,NA,NA,NA,NA,NA,300,4c48e2-7e97-05ec-65d2-3ce3af,0,余庆路,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,,202211,7,09000300122211041259205595O,1,day,,202211,2022,09000300122101130954003647I,0,day,obsolete,202101,2021,09000300122002211547272125O,0,day,obsolete,202002,2020,09000300121709041121211251Y,0,day,obsolete,201709,2017,09000300011512071126381685Z,0,day,obsolete,201512,2015,street,,0,1351942037,363746320,14.74,0,09000300122211041259205595O,NA,09000300122211041259205595O,,20240903
835,121.444739366,31.2035037819,835_121.444739_31.203504_ID-09000300122002221127107795O_Date-20200222_Time-202002_FH-766f0346.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,56.88,09000300122002221127107795O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,56.88,213.12,0,1.9,9,1352051427,363747230,建国西路,NA,fccb14-b94e-2acc-a339-13fd07,1,建国西路,12,71,0,09000300122002241053190295O,street,1352039923,363742453,71,1,09000300122002221126594435O,street,1352041262,363742649,68,2,09000300122002221127015115O,street,1352042725,363743198,67,3,09000300122002221127025745O,street,1352043609,363743561,65,4,09000300122002221127037305O,street,1352044680,363744028,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,,202002,NA,09000300122002221127107795O,1,day,,202002,2020,09000300121905171136005349Y,0,day,obsolete,201905,2019,09000300121709041440190191Y,0,day,obsolete,201709,2017,09000300011512181416049795B,0,day,obsolete,201512,2015,01000300001310111226301525P,0,day,obsolete,201310,2013,street,,0,1352051267,363747488,1.8,0,09000300122002221127107795O,NA,09000300122002221127107795O,,20240903
836,121.444739366,31.2035037819,836_121.444739_31.203504_ID-09000300122002221127107795O_Date-20200222_Time-202002_FH-766f0346.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,56.88,09000300122002221127107795O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,56.88,213.12,0,1.9,9,1352051427,363747230,建国西路,NA,fccb14-b94e-2acc-a339-13fd07,1,建国西路,12,71,0,09000300122002241053190295O,street,1352039923,363742453,71,1,09000300122002221126594435O,street,1352041262,363742649,68,2,09000300122002221127015115O,street,1352042725,363743198,67,3,09000300122002221127025745O,street,1352043609,363743561,65,4,09000300122002221127037305O,street,1352044680,363744028,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,,202002,NA,09000300122002221127107795O,1,day,,202002,2020,09000300121905171136005349Y,0,day,obsolete,201905,2019,09000300121709041440190191Y,0,day,obsolete,201709,2017,09000300011512181416049795B,0,day,obsolete,201512,2015,01000300001310111226301525P,0,day,obsolete,201310,2013,street,,0,1352051267,363747488,1.8,0,09000300122002221127107795O,NA,09000300122002221127107795O,,20240903
838,121.451763703,31.2035051188,838_121.451764_31.203505_ID-09000300122002221448479675O_Date-20200222_Time-202002_FH-fb5c86c8.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,151.7,09000300122002221448479675O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,151.7,118.3,0,4.2,9,1352132369,363742562,太原路,NA,bf6510-4462-19d2-b193-114cb2,1,太原路,NA,161,0,09000300122002221448449305O,street,1352131702,363745243,161,1,09000300122002221448464465O,street,1352132128,363743860,161,2,09000300122002221448479675O,street,1352132640,363742654,0,3,09000300122002221448496425O,street,1352133494,363741833,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,,202002,NA,09000300122002221448479675O,1,day,,202002,2020,09000300121709051250561331Y,0,day,obsolete,201709,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,street,,0,1352132640,363742654,1.8,0,09000300122002221448479675O,NA,09000300122002221448479675O,,20240903
837,121.444739366,31.2035037819,837_121.444739_31.203504_ID-09000300122002221127107795O_Date-20200222_Time-202002_FH-766f0346.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,56.88,09000300122002221127107795O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,56.88,213.12,0,1.9,9,1352051427,363747230,建国西路,NA,fccb14-b94e-2acc-a339-13fd07,1,建国西路,12,71,0,09000300122002241053190295O,street,1352039923,363742453,71,1,09000300122002221126594435O,street,1352041262,363742649,68,2,09000300122002221127015115O,street,1352042725,363743198,67,3,09000300122002221127025745O,street,1352043609,363743561,65,4,09000300122002221127037305O,street,1352044680,363744028,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,,202002,NA,09000300122002221127107795O,1,day,,202002,2020,09000300121905171136005349Y,0,day,obsolete,201905,2019,09000300121709041440190191Y,0,day,obsolete,201709,2017,09000300011512181416049795B,0,day,obsolete,201512,2015,01000300001310111226301525P,0,day,obsolete,201310,2013,street,,0,1352051267,363747488,1.8,0,09000300122002221127107795O,NA,09000300122002221127107795O,,20240903
839,121.451763703,31.2035051188,839_121.451764_31.203505_ID-09000300122002221448479675O_Date-20200222_Time-202002_FH-fb5c86c8.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,151.7,09000300122002221448479675O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,151.7,118.3,0,4.2,9,1352132369,363742562,太原路,NA,bf6510-4462-19d2-b193-114cb2,1,太原路,NA,161,0,09000300122002221448449305O,street,1352131702,363745243,161,1,09000300122002221448464465O,street,1352132128,363743860,161,2,09000300122002221448479675O,street,1352132640,363742654,0,3,09000300122002221448496425O,street,1352133494,363741833,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,,202002,NA,09000300122002221448479675O,1,day,,202002,2020,09000300121709051250561331Y,0,day,obsolete,201709,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,street,,0,1352132640,363742654,1.8,0,09000300122002221448479675O,NA,09000300122002221448479675O,,20240903
840,121.435326818,31.2035111793,840_121.435327_31.203511_ID-09000300122211061510396655O_Date-20221106_Time-202211_FH-f93bdc55.jpg,GS京(2023)1378,20221106,2.32,pano_cfg,0,1,235.71,09000300122211061510396655O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,235.71,34.29,0,3.71,9,1351949639,363744691,康平路,NA,ef3640-bc79-2cf9-3490-2ca3d8,1,康平路,7,237,0,09000300122211061510370405O,street,1351951678,363746604,238,1,09000300122211061510385725O,street,1351950331,363745701,238,2,09000300122211061510396655O,street,1351949404,363745082,238,3,09000300122211061510407445O,street,1351948514,363744490,238,4,09000300122211061510423015O,street,1351947237,363743638,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,,202211,8,09000300122211061510396655O,1,day,,202211,2022,09000300122101131000532717I,0,day,obsolete,202101,2021,09000300122002230838379375O,0,day,obsolete,202002,2020,09000300121905171101422959Y,0,day,obsolete,201905,2019,09000300121709041340338301Y,0,day,obsolete,201709,2017,street,,0,1351949404,363745082,15.39,0,09000300122211061510396655O,NA,09000300122211061510396655O,,20240903
841,121.44483124,31.2035196384,841_121.444831_31.203520_ID-09000300122002181014326005O_Date-20200218_Time-202002_FH-79133bd9.jpg,GS(2020)1596,20200218,2.32,pano_cfg,0,1,164.04,09000300122002181014326005O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,164.04,105.96,0,2.6,9,1352058250,363744863,乌鲁木齐南路,NA,b4fd56-7a90-4054-8902-ff2d72,1,乌鲁木齐南路,NA,163,0,09000300122002181014317375O,street,1352058272,363746049,160,1,09000300122002181014326005O,street,1352058613,363744990,0,2,09000300122002181014341195O,street,1352059119,363743125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4,,202002,NA,09000300122002181014326005O,1,day,,202002,2020,09000300121905171109100909Y,0,day,obsolete,201905,2019,09000300011512191032116805B,0,day,obsolete,201512,2015,01000300001310121025210115P,0,day,obsolete,201310,2013,NA,NA,NA,NA,NA,NA,street,,0,1352058613,363744990,1.8,0,09000300122002181014326005O,NA,09000300122002181014326005O,,20240903
842,121.443920268,31.2035230064,842_121.443920_31.203523_ID-09000300122002221127037305O_Date-20200222_Time-202002_FH-360a0e2d.jpg,GS(2020)1596,20200222,2.32,pano_cfg,0,1,66.35,09000300122002221127037305O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,66.35,203.65,0,2.06,9,1352044799,363743760,建国西路,NA,fccb14-b94e-2acc-a339-13fd07,1,建国西路,12,71,0,09000300122002241053190295O,street,1352039923,363742453,71,1,09000300122002221126594435O,street,1352041262,363742649,68,2,09000300122002221127015115O,street,1352042725,363743198,67,3,09000300122002221127025745O,street,1352043609,363743561,65,4,09000300122002221127037305O,street,1352044680,363744028,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,,202002,NA,09000300122002221127037305O,1,day,,202002,2020,09000300121905171135514489Y,0,day,obsolete,201905,2019,09000300121709041439589551Y,0,day,obsolete,201709,2017,09000300011512181415568115B,0,day,obsolete,201512,2015,01000300001310111226041805P,0,day,obsolete,201310,2013,street,,0,1352044680,363744028,1.8,0,09000300122002221127037305O,NA,09000300122002221127037305O,,20240903
844,121.435771799,31.203523981,844_121.435772_31.203524_ID-09000300122211061510356495O_Date-20221106_Time-202211_FH-94b099e6.jpg,GS京(2023)1378,20221106,2.32,pano_cfg,0,1,237.13,09000300122211061510356495O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,NA,NA,1351954684,363747812,331,09000300121709041408415231Y,93c0d4-e350-73da-5cea-56fa60,street,1351953888,363749271,1351953802,363747969,57,09000300122211061510345875O,f6f0d5-64bc-8eb3-9235-b06c08,street,1351953802,363747969,1351952797,363747310,237,09000300122211061510370405O,ef3640-bc79-2cf9-3490-2ca3d8,street,1351951678,363746604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,237.13,32.87,0,3.75,9,1351953197,363746907,康平路,NA,86afdf-878b-b717-f04c-776e71,1,康平路,NA,0,0,09000300122211061510356495O,street,1351952888,363747393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,93c0d4-e350-73da-5cea-56fa60,0,,NA,300,f6f0d5-64bc-8eb3-9235-b06c08,0,康平路,NA,550,ef3640-bc79-2cf9-3490-2ca3d8,0,康平路,NA,550,NA,NA,NA,NA,NA,0.33,,202211,NA,09000300122211061510356495O,1,day,,202211,2022,09000300122002230838344805O,0,day,obsolete,202002,2020,09000300001504150349421235R,0,day,obsolete,201504,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,street,,0,1351952888,363747393,15.48,0,09000300122211061510356495O,NA,09000300122211061510356495O,,20240903
843,121.435771799,31.203523981,843_121.435772_31.203524_ID-09000300122211061510356495O_Date-20221106_Time-202211_FH-94b099e6.jpg,GS京(2023)1378,20221106,2.32,pano_cfg,0,1,237.13,09000300122211061510356495O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,NA,NA,1351954684,363747812,331,09000300121709041408415231Y,93c0d4-e350-73da-5cea-56fa60,street,1351953888,363749271,1351953802,363747969,57,09000300122211061510345875O,f6f0d5-64bc-8eb3-9235-b06c08,street,1351953802,363747969,1351952797,363747310,237,09000300122211061510370405O,ef3640-bc79-2cf9-3490-2ca3d8,street,1351951678,363746604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,237.13,32.87,0,3.75,9,1351953197,363746907,康平路,NA,86afdf-878b-b717-f04c-776e71,1,康平路,NA,0,0,09000300122211061510356495O,street,1351952888,363747393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,93c0d4-e350-73da-5cea-56fa60,0,,NA,300,f6f0d5-64bc-8eb3-9235-b06c08,0,康平路,NA,550,ef3640-bc79-2cf9-3490-2ca3d8,0,康平路,NA,550,NA,NA,NA,NA,NA,0.33,,202211,NA,09000300122211061510356495O,1,day,,202211,2022,09000300122002230838344805O,0,day,obsolete,202002,2020,09000300001504150349421235R,0,day,obsolete,201504,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,street,,0,1351952888,363747393,15.48,0,09000300122211061510356495O,NA,09000300122211061510356495O,,20240903
845,121.435771799,31.203523981,845_121.435772_31.203524_ID-09000300122211061510356495O_Date-20221106_Time-202211_FH-94b099e6.jpg,GS京(2023)1378,20221106,2.32,pano_cfg,0,1,237.13,09000300122211061510356495O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,NA,NA,1351954684,363747812,331,09000300121709041408415231Y,93c0d4-e350-73da-5cea-56fa60,street,1351953888,363749271,1351953802,363747969,57,09000300122211061510345875O,f6f0d5-64bc-8eb3-9235-b06c08,street,1351953802,363747969,1351952797,363747310,237,09000300122211061510370405O,ef3640-bc79-2cf9-3490-2ca3d8,street,1351951678,363746604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,237.13,32.87,0,3.75,9,1351953197,363746907,康平路,NA,86afdf-878b-b717-f04c-776e71,1,康平路,NA,0,0,09000300122211061510356495O,street,1351952888,363747393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,93c0d4-e350-73da-5cea-56fa60,0,,NA,300,f6f0d5-64bc-8eb3-9235-b06c08,0,康平路,NA,550,ef3640-bc79-2cf9-3490-2ca3d8,0,康平路,NA,550,NA,NA,NA,NA,NA,0.33,,202211,NA,09000300122211061510356495O,1,day,,202211,2022,09000300122002230838344805O,0,day,obsolete,202002,2020,09000300001504150349421235R,0,day,obsolete,201504,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,street,,0,1351952888,363747393,15.48,0,09000300122211061510356495O,NA,09000300122211061510356495O,,20240903
847,121.448761939,31.2035304869,847_121.448762_31.203530_ID-09000300122211051415494245O_Date-20221105_Time-202211_FH-3316a1b6.jpg,GS京(2023)1378,20221105,2.32,pano_cfg,0,1,349.69,09000300122211051415494245O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,349.69,280.31,0,4.61,9,1352096171,363744470,岳阳路,NA,bd2c64-9dbd-f8ba-e8b6-f42fbb,1,岳阳路,9,351,0,09000300122211051415476435O,street,1352096738,363742260,351,1,09000300122211051415494245O,street,1352096334,363744494,349,2,09000300122211051415504555O,street,1352096096,363745869,349,3,09000300122211051415515025O,street,1352095847,363747338,349,4,09000300122211051415525495O,street,1352095604,363748805,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,,202211,NA,09000300122211051415494245O,1,day,,202211,2022,09000300122002221429487755O,0,day,obsolete,202002,2020,09000300121709051300316681Y,0,day,obsolete,201709,2017,09000300011512191056382165B,0,day,obsolete,201512,2015,01000300001310111449425295P,0,day,obsolete,201310,2013,street,,0,1352096334,363744494,16.14,0,09000300122211051415494245O,NA,09000300122211051415494245O,,20240903
848,121.448761939,31.2035304869,848_121.448762_31.203530_ID-09000300122211051415494245O_Date-20221105_Time-202211_FH-3316a1b6.jpg,GS京(2023)1378,20221105,2.32,pano_cfg,0,1,349.69,09000300122211051415494245O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,349.69,280.31,0,4.61,9,1352096171,363744470,岳阳路,NA,bd2c64-9dbd-f8ba-e8b6-f42fbb,1,岳阳路,9,351,0,09000300122211051415476435O,street,1352096738,363742260,351,1,09000300122211051415494245O,street,1352096334,363744494,349,2,09000300122211051415504555O,street,1352096096,363745869,349,3,09000300122211051415515025O,street,1352095847,363747338,349,4,09000300122211051415525495O,street,1352095604,363748805,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,,202211,NA,09000300122211051415494245O,1,day,,202211,2022,09000300122002221429487755O,0,day,obsolete,202002,2020,09000300121709051300316681Y,0,day,obsolete,201709,2017,09000300011512191056382165B,0,day,obsolete,201512,2015,01000300001310111449425295P,0,day,obsolete,201310,2013,street,,0,1352096334,363744494,16.14,0,09000300122211051415494245O,NA,09000300122211051415494245O,,20240903
849,121.448761939,31.2035304869,849_121.448762_31.203530_ID-09000300122211051415494245O_Date-20221105_Time-202211_FH-3316a1b6.jpg,GS京(2023)1378,20221105,2.32,pano_cfg,0,1,349.69,09000300122211051415494245O,2,1,jpg,1,4,2,jpg,2,8,4,jpg,3,16,8,jpg,4,4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,day,349.69,280.31,0,4.61,9,1352096171,363744470,岳阳路,NA,bd2c64-9dbd-f8ba-e8b6-f42fbb,1,岳阳路,9,351,0,09000300122211051415476435O,street,1352096738,363742260,351,1,09000300122211051415494245O,street,1352096334,363744494,349,2,09000300122211051415504555O,street,1352096096,363745869,349,3,09000300122211051415515025O,street,1352095847,363747338,349,4,09000300122211051415525495O,street,1352095604,363748805,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,,202211,NA,09000300122211051415494245O,1,day,,202211,2022,09000300122002221429487755O,0,day,obsolete,202002,2020,09000300121709051300316681Y,0,day,obsolete,201709,2017,09000300011512191056382165B,0,day,obsolete,201512,2015,01000300001310111449425295P,0,day,obsolete,201310,2013,street,,0,1352096334,363744494,16.14,0,09000300122211051415494245O,NA,09000300122211051415494245O,,20240903
