u,v,lon,lat,length,N01,N02,N03,N06,N07,N08,N14,N15,N17,N_YP,N_GC,N_MED,N_WAIT,priority,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social,AC_med_dom,AC_tech_dom,AC_mkt_dom,AC_sport_dom,AC_soc_cul_dom
601675009,6316601377,121.44646645,31.210386200000002,138.81330607477568,0.07246376811594203,0.5097912957025975,0.098800412047135,0.5454306998216347,0.7393375759933569,0.7666324875849216,0.12084584677713915,0.7506821417122219,0.06697911849998629,0.27206908604100827,0.4005590548576034,0.0,0.0,0.12121723458818622,0.4441321281239044,0.055134212736423265,0.2025163012265843,0.2508682166476199,0.0723652744415771,0.12288854649745377,0.15429561367459801,0.11012138729371188,0.2760989685366679,0.19090103696296853
601675009,4679395123,121.44736085,31.20967375,156.02406632956917,0.14492753623188406,0.5311197020001353,0.06048332932130829,0.3636029797502886,0.6103958192638805,0.6594334802927528,0.07197734970020013,0.7378562674750291,0.07110780047587412,0.27147245310633566,0.43105702341289687,0.0,0.0,0.12606523386335342,0.451921845655894,0.0419829789618891,0.2028406328934,0.23667047868975388,0.031103093272212525,0.10553926468035678,0.13251231359427754,0.0945745602157733,0.12074965997774877,0.23873749549241957
6316067904,82515934,121.4474312,31.21096975,26.187050784659675,0.21739130434782608,0.37670491348072915,0.12653762360309645,0.5454306998216347,0.8000540741188916,0.789923593643705,0.14737482099845708,0.7833563418443094,0.06915905952100244,0.2657978973792474,0.3011903836150581,0.0,0.0,0.08703365781348868,0.3290222540650815,0.04603093103649068,0.20606519863681386,0.1866300798232003,0.09487684839550564,0.15051859075573948,0.18898716757613485,0.13488088597313527,0.2714516143852378,0.28486211626000485
267671967,82515934,121.4484274,31.2116407,215.22735133467933,0.30434782608695654,0.5593109225551322,0.17164119622246252,0.5454306998216347,0.8685319827733082,0.8665574812004787,0.19415255129532621,0.8287351847303523,0.06670887471406216,0.3176197187371848,0.49977305300794517,0.6666666666666666,0.4,0.18258622277415767,0.5645997625253817,0.038790998497344374,0.23776954440746384,0.3506171002352271,0.015515063248828564,0.7662646383318845,0.40805492036388374,0.2912304041079293,0.3718333153328486,0.35589887326043207
267671967,154073348,121.4496261,31.2129602,171.68817663851087,0.07246376811594203,0.537512981353543,0.034861455467939256,0.6678207952995489,0.7750535920181976,0.7977886559751193,0.06525882950925452,0.7618574584709537,0.07910449018088733,0.35655676620462884,0.4292889019560085,0.0,0.0,0.16821524329844156,0.4442456720485902,0.053802538311163606,0.2679091612420114,0.27325729462156584,0.01578063289658805,0.07318726160731351,0.09189199290497577,0.06558367732482367,0.083735062780103,0.1655549106868825
267671967,601681523,121.44943330000001,31.21182235,94.02766818047792,0.27536231884057966,0.5329060628390621,0.1721754576892712,0.6988773476025602,0.850892139278713,0.8329846460167654,0.2031155130646858,0.791604258373606,0.0968533058547206,0.2398776771626967,0.40103287563196277,0.16666666666666666,0.4,0.13165805942800404,0.461259268370768,0.05613674920788664,0.19260593235938134,0.11421260252270543,0.043416420301078104,0.2370515456239104,0.1730594730321196,0.12351322763335323,0.1576975901917937,0.2449015232858227
87781402,82516857,121.44545625,31.21136875,6.112337433950095,0.11594202898550725,0.6297282238224315,0.07845676156606644,0.0,0.8532390293057579,0.8342377691235446,0.07065545244389326,0.7909648613754829,0.0918499679994614,0.2227188160541368,0.5329249349928891,0.3333333333333333,0.4,0.1734515335890331,0.5749311570568747,0.06035191804936574,0.17684060240967278,0.17029721100266107,0.0,0.35778439044056887,0.1809813657173709,0.12916711364940522,0.16491628422994242,0.13136163872052928
87781402,6328343885,121.44423945,31.211155050000002,234.58959211652,0.0,0.3520783879738888,0.035173841269063026,0.0,0.7851078876608911,0.7932661250660042,0.023968906823676955,0.7563995965591179,0.08371662527522006,0.3089040100122768,0.34056162535958673,0.0,0.0,0.11169944253167467,0.29081415477450046,0.06193888934577079,0.24003831171730503,0.17189649601317117,0.0,2.133640331523589e-08,3.314217488253757e-08,2.6446487410635326e-08,3.020026018293229e-08,2.6895808278974427e-08
87781402,94574925,121.44513685000001,31.21094615,111.51287242494374,0.07246376811594203,0.6297282238224315,0.06192927141591618,0.0,0.7798745095832567,0.8065224429024482,0.05210450511984877,0.7980747775053841,0.28232725578280876,0.2227188160541368,0.5329249349928891,0.0,0.0,0.1203229009004593,0.5169565032176018,0.036165063443537655,0.16280038715093223,0.32694148600181994,0.016060713719725925,0.07920888546379154,0.09945258479686686,0.07097970154138794,0.09062452742994369,0.17917626196917558
87781402,6339504009,121.44541595000001,31.2117855,90.05535911057156,0.11594202898550725,0.5005539291820094,0.08027377768986191,0.0,0.8979075629389027,0.8978022500546384,0.07322620631131112,0.8493002646990322,0.09735592357025985,0.20606760515155412,0.4280195638651923,0.3333333333333333,0.4,0.11207881737007937,0.4586691721872182,0.040179696872972494,0.15193592648514925,0.3973156530526885,0.0,0.5239723735397486,0.2650457602267806,0.18916420316432744,0.24151857708799201,0.19237806755035133
