Id,lon,lat,betweenness_raw,harmonic_raw,pagerank_raw,od_composite,trip_starts,trip_ends,edge_out_w,edge_in_w
99,121.43394470000001,31.203643797,66.75134548917602,78.1166666666666,0.002117323102203646,0.23574208586738785,5,3,7,5
113,121.44294734444445,31.20674132888888,38.423520529544746,76.00000000000001,0.0027121238011081463,0.23654607650846796,2,5,4,7
136,121.435318,31.21147156,6.870669879458901,73.25000000000004,0.001333197660462096,0.2048212058839706,2,2,2,2
6,121.44272034634149,31.18357030658536,325.083553895056,101.4166666666666,0.0072366985065348815,0.402135775392616,16,17,24,25
39,121.45261494047615,31.1912972559524,362.0243419624212,100.41666666666656,0.008394970704949763,0.42098581501545795,15,15,27,27
43,121.45580295000002,31.193161006666667,69.56914904940554,84.08333333333321,0.004630470693708072,0.2907779231209875,11,10,14,13
202,121.4458289269231,31.190238363846156,325.77943737978785,93.33333333333324,0.005385337300189812,0.35204124017863014,12,7,19,14
165,121.44683249230772,31.21807391576924,195.8512186750213,90.49999999999984,0.005633417250017601,0.3356784048842481,10,12,14,16
106,121.43531800000001,31.20540016263157,199.70929626776882,86.58333333333324,0.004258523316436003,0.3043578061615449,7,9,10,12
159,121.45179749999996,31.216964720000004,228.83959274261818,82.5333333333333,0.002796391264185479,0.27379419817068235,6,4,9,7
78,121.42928625882352,31.201885447254913,1496.7657343960193,109.33333333333326,0.009534156985472976,0.5728709728687792,26,18,33,25
65,121.4298248,31.19773865,0,69.41666666666671,0.000991805257928636,0.18866302113787056,0,0,1,1
185,121.43119810000003,31.183490756250002,176.60004675066256,89.58333333333326,0.003313479833772878,0.2954791919269864,8,6,10,8
31,121.42845149999995,31.190185545,244.6496737752438,98.41666666666657,0.00491027194426612,0.35032910060247474,15,9,19,13
203,121.44794169615388,31.190872190000015,158.7399679977671,90.58333333333323,0.004611960914069447,0.31648673793311205,13,10,16,13
206,121.44644636551725,31.19224548,210.42208114726486,100.83333333333321,0.003925694115788471,0.3382026355359355,17,6,23,12
198,121.43806459999998,31.193618770000025,330.47850324236555,99.66666666666659,0.005418061517450349,0.3698714629905681,12,10,19,17
178,121.43257139999999,31.19361877,244.71381588143953,87.16666666666657,0.001947115963978026,0.27454343362981737,10,4,10,4
11,121.43016812500002,31.186752319999993,108.84769610544765,85.08333333333324,0.003342434043440588,0.27734422275235715,8,7,9,8
67,121.44281823076922,31.195837171538454,532.7106020436985,102.41666666666657,0.007847997098151318,0.4344759847927923,13,13,26,26
