u,v,lon,lat,length,N01,N02,N03,N06,N07,N08,N14,N15,N17,N_YP,N_GC,N_MED,N_WAIT,priority,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social
13176186058,64809719,121.4538205,31.214750549999998,27.9775141792684,0.2111111111111111,0.4492337904566168,0.29403506306047633,0.46900602112328504,0.6562338602851793,0.693220746576945,0.30697559192776047,0.7287523504355831,0.13985357383419247,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.16248899903546593,0.409431462483951,0.05871637038334739,0.28348509606947137,0.10405848122968864,0.17904934769921996
13176186058,601669728,121.45421999999999,31.2148513,51.240077299731546,0.16666666666666666,0.47059418244814943,0.24746883339935108,0.46900602112328504,0.7423160104601431,0.7639138579514366,0.2645653240657906,0.7869392198188451,0.11310761273900866,0.3588705312621405,0.2161001348391429,0.0,0.0,0.14644206005066498,0.41213716672560435,0.03967534153419968,0.27551311275429047,0.14613455189431573,0.18272004300562456
13176186058,13176186062,121.4539235,31.21488565,23.22538155540714,0.15555555555555556,0.4492337904566168,0.24961629056932047,0.46900602112328504,0.6562338602851793,0.693220746576945,0.2636344568658383,0.7287523504355831,0.09548840877473858,0.3542352156780637,0.2104231521697357,0.14285714285714285,0.4,0.16616460477007186,0.409431462483951,0.05871637038334739,0.28348509606947137,0.10405848122968864,0.11936623179947997
71055371,623694020,121.4645686,31.19607175,688.4506499680039,0.0,0.09986386949162358,0.0297401174151024,0.18596387326029024,0.35664253845365596,0.4410285181043192,0.03341610094570805,0.32937467658503955,0.1714895460653468,0.18516053709386004,0.023721778705366275,0.0,0.0,0.02146626266260936,0.08485195872544844,0.04794921023869746,0.1557140808493034,0.01035116940295015,0.0
8108672709,107524132,121.4161053,31.191746000000002,1262.4313722569054,0.17777777777777778,0.3501484650355389,0.11591237682313567,0.0,0.5119935481480777,0.5450437806254984,0.104994469835985,0.3785032470939931,0.11507248535230627,0.3421327535194392,0.12694887153471418,0.5714285714285714,0.4,0.13678261518894758,0.3362830786780722,0.04286824016746514,0.2845810690048739,0.004635500621373504,0.0
71043892,71043896,121.43127824999999,31.179327100000002,92.31443986161511,0.15555555555555556,0.2544904617853716,0.08844816740878882,0.5131280229000099,0.4867544955868597,0.5238099838843452,0.11243516651539243,0.3157551189666205,0.12840281750208987,0.2772120666841688,0.09228383669054949,0.14285714285714285,0.4,0.08313164047969561,0.22855025943446788,0.05925341839567622,0.2336370138997987,0.0006397544247503179,0.09658555699883767
71043892,4375169522,121.43056695,31.18093485,556.8374392497725,0.0,0.08429376628431579,0.037639481168348324,0.5131280229000099,0.8930058674728449,0.8454892890823048,0.06255924783459357,0.7954001120873381,0.0978022535954968,0.18320160703836005,0.01621492277010882,0.0,0.0,0.018619157069271117,0.07509105549966077,0.0518855039324688,0.1477280362737853,0.00036543086361587443,0.0
71043892,86842308,121.43268069999999,31.1800164,256.09309031907736,0.0,0.1414772535301099,0.022034325945707995,0.3141348336788076,0.09777579272558513,0.17933545285069266,0.032879396953124966,0.5004147628031017,0.11538794810434608,0.25062127891303,0.04169039175997591,0.0,0.0,0.04361584970830131,0.12051769405347983,0.07447143951145095,0.21687634142014534,0.001015143896077723,0.0
71043896,71043892,121.43127824999999,31.179327100000002,92.31443986161511,0.15555555555555556,0.2544904617853716,0.08844816740878882,0.5131280229000099,0.4867544955868597,0.5238099838843452,0.11243516651539243,0.3157551189666205,0.12840281750208987,0.2772120666841688,0.09228383669054949,0.14285714285714285,0.4,0.08313164047969561,0.22855025943446788,0.05925341839567622,0.2336370138997987,0.0006397544247503179,0.09658555699883767
71043896,4250719391,121.4312197,31.17987885,209.14291775849193,0.1,0.2544904617853716,0.07967518153509076,0.5131280229000099,0.3023949815321043,0.3770257773383534,0.1001172195965736,0.48051989597362954,0.46991832493340424,0.2772120666841688,0.09228383669054949,0.14285714285714285,0.4,0.07652885892401332,0.2240982869418215,0.037359232081586605,0.2378820884747135,0.006146038422617617,0.04999072673788253
71043896,71043900,121.4309281,31.177547500000003,312.28885094633927,0.13333333333333336,0.22502452800492137,0.09878681893856342,0.277514559273517,0.3622404582724347,0.43738258229875654,0.10636199116211308,0.3999588723660803,0.6422276679788382,0.3162335587795465,0.10849693186353013,0.42857142857142855,0.4,0.08054025888933225,0.2105333018251564,0.03989216710468966,0.26807924902488334,0.012324327147547411,0.0
4375169522,71043892,121.43056695,31.18093485,556.8374392497725,0.0,0.08429376628431579,0.037639481168348324,0.5131280229000099,0.8930058674728449,0.8454892890823048,0.06255924783459357,0.7954001120873381,0.0978022535954968,0.18320160703836005,0.01621492277010882,0.0,0.0,0.018619157069271117,0.07509105549966077,0.0518855039324688,0.1477280362737853,0.00036543086361587443,0.0
4375169522,845890225,121.4291405,31.1823117,109.54778367681647,0.14444444444444446,0.07565354998002935,0.09040512120588488,0.34206889744349034,0.20965259550802753,0.251061127159105,0.09950365882510719,0.47784006150923136,0.17143843568384656,0.18187196416134851,0.016672400924109616,0.2857142857142857,0.4,0.02466654241039977,0.0748288413927326,0.10206122074801227,0.16331221471528992,0.0,0.03881165237677891
4375169522,2697802731,121.43063645000001,31.1828018,245.91839123320244,0.0,0.25660279819967785,0.022941930969480752,0.34206889744349034,0.1829000643119187,0.25497817452766236,0.0358968492489728,0.49967348837373293,0.13655136931820067,0.3021189522217598,0.11356250056280622,0.0,0.0,0.08721199873191707,0.21362878113004116,0.06878521102104933,0.25986556914853565,0.0006562512210442982,0.0
86842308,71043892,121.43268069999999,31.1800164,256.09309031907736,0.0,0.1414772535301099,0.022034325945707995,0.3141348336788076,0.09777579272558513,0.17933545285069266,0.032879396953124966,0.5004147628031017,0.11538794810434608,0.25062127891303,0.04169039175997591,0.0,0.0,0.04361584970830131,0.12051769405347983,0.07447143951145095,0.21687634142014534,0.001015143896077723,0.0
86842308,4250718169,121.4328301,31.1806722,220.01526633416648,0.0,0.1414772535301099,0.02118230501682412,0.3141348336788076,0.058921402455843694,0.16817625505126194,0.032047269783758214,0.4671043736454534,0.3885441664776822,0.25062127891303,0.04169039175997591,0.0,0.0,0.047950392417243914,0.12051769405347983,0.10188907674283114,0.2184128437515512,0.0,0.0
86842308,86842311,121.43438635000001,31.180168350000002,96.57798205819357,0.0,0.24875683595124268,0.022584489361312767,0.5206297502714441,0.0702235341357369,0.17758418241447838,0.04583451701788623,0.48135299381387575,0.5122482136752426,0.2931345294973819,0.10418406042545318,0.0,0.0,0.08863818494292793,0.2082257476833475,0.0890503786474167,0.2536421330040087,0.0,0.0
4250719391,71043896,121.4312197,31.17987885,209.14291775849193,0.1,0.2544904617853716,0.07967518153509076,0.5131280229000099,0.3023949815321043,0.3770257773383534,0.1001172195965736,0.48051989597362954,0.46991832493340424,0.2772120666841688,0.09228383669054949,0.14285714285714285,0.4,0.07652885892401332,0.2240982869418215,0.037359232081586605,0.2378820884747135,0.006146038422617617,0.04999072673788253
