u,v,lon,lat,length,N_CD,N_SI,N_VC,N_CR,N_OS,N09,N_TP,N_CL,N_UD,N_CB,N06,N_YP,N01,N02,N03,N07,N08,N14,N15,N17,N_GC,priority,cpvi_E,cpvi_S,cpvi_AC,csvi_E,csvi_S_env,csvi_S_contact,csvi_AC_phys,csvi_AC_social,AC_soc_cul_dom,AC_tech_dom,AC_mkt_dom,AC_sport_dom,AC_traf_dom
13176186058,64809719,121.4538205,31.214750549999998,27.9775141792684,0.23076923076923078,0.29625012168848497,0.6860923577464034,0.7287523504355831,0.5066212652982813,0.6853745945719789,0.0625,0.14696768135221852,0.5425416637852427,0.5066212652982813,0.5763298709474347,0.4929645073669217,0.23076923076923078,0.5425416637852427,0.29625012168848497,0.5066212652982813,0.6853745945719789,0.6860923577464034,0.7287523504355831,0.14696768135221852,0.0,0.1377521326321783,0.6451626687385085,0.0663961537569633,0.671706763570658,0.6451626687385085,0.0663961537569633,0.0,0.671706763570658,0.671706763570658,0.6847408639635247,0.6305452472166855,0.673905958014566,0.7060508399179853,0.6949125678437829
13176186058,601669728,121.45421999999999,31.2148513,51.240077299731546,0.23076923076923078,0.24982999974941156,0.644590355161777,0.7869392198188451,0.581149580285428,0.7578757450865337,0.0625,0.11886119983780205,0.5519874433917014,0.581149580285428,0.0,0.4994151536106068,0.23076923076923078,0.5519874433917014,0.24982999974941156,0.581149580285428,0.7578757450865337,0.644590355161777,0.7869392198188451,0.11886119983780205,0.0,0.08144425416714245,0.6563951044867625,0.04058480240731216,0.7426736488937155,0.6563951044867625,0.04058480240731216,0.0,0.7426736488937155,0.7426736488937155,0.7590883601571795,0.6985955566475499,0.7508086478147453,0.7829193415594178,0.7636206809349125
13176186058,13176186062,121.4539235,31.21488565,23.22538155540714,0.15384615384615385,0.251970718987674,0.6860923577464034,0.7287523504355831,0.5066212652982813,0.6853745945719789,0.0,0.10034573768042741,0.5425416637852427,0.5066212652982813,0.5763298709474347,0.4929645073669217,0.15384615384615385,0.5425416637852427,0.251970718987674,0.5066212652982813,0.6853745945719789,0.6860923577464034,0.7287523504355831,0.10034573768042741,0.0,0.13301631510616616,0.6048400019423515,0.0663961537569633,0.6318489853898622,0.6048400019423515,0.0663961537569633,0.0,0.6318489853898622,0.6318489853898622,0.6656265786250734,0.6282559669884625,0.671318874888433,0.7034649069155846,0.7001559120049995
4375169522,845890225,121.4291405,31.1823117,109.54778367681647,0.0,0.04897969308488788,0.5953619270629499,0.47784006150923136,0.0774854473318304,0.23190634999223378,0.0625,0.1801592100676535,0.23059623405586135,0.0774854473318304,0.0,0.25309856064151237,0.0,0.23059623405586135,0.04897969308488788,0.0774854473318304,0.23190634999223378,0.5953619270629499,0.47784006150923136,0.1801592100676535,0.0,0.1958467526840655,0.22279821901664595,0.16519467714564606,0.13017871317769938,0.22279821901664595,0.16519467714564606,0.0,0.13017871317769938,0.13017871317769938,0.13789141355212298,0.12621209644558412,0.1426305006275673,0.14256709225771333,0.2231055884752831
4375169522,2697802731,121.43063645000001,31.1828018,245.91839123320244,0.0,0.026007580256899875,0.5822816918922198,0.49967348837373293,0.11696665399147133,0.23592357932786173,0.0625,0.143497499448669,0.43195532266539105,0.11696665399147133,0.3339103976497744,0.42043792897080173,0.0,0.43195532266539105,0.026007580256899875,0.11696665399147133,0.23592357932786173,0.5822816918922198,0.49967348837373293,0.143497499448669,0.0,0.24734544648397302,0.4173479978050992,0.11472580274911154,0.15504521457325188,0.4173479978050992,0.11472580274911154,0.0,0.15504521457325188,0.15504521457325188,0.16567229497675717,0.15163995446361722,0.17136616243128702,0.1712899792239079,0.2539865097805953
4250719391,640593631,121.43183975,31.1842664,777.6199976988567,0.0,0.0346668041596904,0.7853181406771323,0.5158558504127455,0.06759737380078885,0.22853741052891105,0.375,0.39526531454303626,0.3826021945490992,0.06759737380078885,0.6988773476025602,0.3637864332435237,0.0,0.3826021945490992,0.0346668041596904,0.06759737380078885,0.22853741052891105,0.7853181406771323,0.5158558504127455,0.39526531454303626,0.0,0.28662466224997357,0.36966383205004844,0.144461691908789,0.12307639468791444,0.36966383205004844,0.144461691908789,0.0,0.12307639468791444,0.12307639468791444,0.12330814140982985,0.11286401839850864,0.1275460268894177,0.12748932453185166,0.1881271833592034
623694020,107521789,121.45644475,31.191683400000002,1152.0639879715084,0.07692307692307693,0.04941748356053378,0.6141361774027626,0.4469214115374964,0.522368053639891,0.5668992781040718,0.09375,0.14924058647354707,0.7747556038055223,0.522368053639891,0.3339103976497744,0.7259828574271239,0.07692307692307693,0.7747556038055223,0.04941748356053378,0.522368053639891,0.5668992781040718,0.6141361774027626,0.4469214115374964,0.14924058647354707,0.0,0.14370304539982678,0.8061371099105089,0.050806380127989915,0.5574673700985052,0.8061371099105089,0.050806380127989915,0.0,0.5574673700985052,0.5574673700985052,0.5678752793939549,0.5045705588310231,0.5702080342119077,0.5699545403114591,0.6125665009274261
82515933,6316067903,121.4469435,31.210842399999997,14.761252780067446,0.15384615384615385,0.11051173717957993,0.4957348057451254,0.7700653415499558,0.5087338240648894,0.8002821323781463,0.0,0.07899572451963106,0.42364860462716,0.5087338240648894,0.5454306998216347,0.3902520110252401,0.15384615384615385,0.42364860462716,0.11051173717957993,0.5087338240648894,0.8002821323781463,0.4957348057451254,0.7700653415499558,0.07899572451963106,0.0,0.0788293298073852,0.4722948299635007,0.052051231523886535,0.6756281771645573,0.4722948299635007,0.052051231523886535,0.0,0.6756281771645573,0.6756281771645573,0.6825039261071716,0.5942841933335857,0.6715921405105936,0.6961040566640676,0.7143871762431907
82515933,82515934,121.44720029999999,31.2109432,67.68338439190906,0.23076923076923078,0.13789811946500333,0.6135883033908633,0.7922631772074679,0.47969873592588,0.783551156863214,0.0,0.06317360157644983,0.42364860462716,0.47969873592588,0.5454306998216347,0.3902520110252401,0.23076923076923078,0.42364860462716,0.13789811946500333,0.47969873592588,0.783551156863214,0.6135883033908633,0.7922631772074679,0.06317360157644983,0.0,0.07038192835892683,0.5037811519610674,0.044091653847086035,0.6920999017933628,0.5037811519610674,0.044091653847086035,0.0,0.6920999017933628,0.6920999017933628,0.6810853469095325,0.5777797299023923,0.6529406804043476,0.6774608883234365,0.7021108558388293
82515933,82516857,121.44617545,31.2110976,143.5678904301034,0.0,0.045992306819363,0.5296918170488168,0.7278042574258405,0.4280559860683391,0.7490732371011541,0.0,0.06889321258598974,0.38800006675652743,0.4280559860683391,0.0,0.3462422798446095,0.0,0.38800006675652743,0.045992306819363,0.4280559860683391,0.7490732371011541,0.5296918170488168,0.7278042574258405,0.06889321258598974,0.0,0.07112249170465414,0.37487916576622315,0.05285339642139811,0.5291845885379138,0.37487916576622315,0.05285339642139811,0.0,0.5291845885379138,0.5291845885379138,0.5702013869142096,0.521905683499421,0.5897982128043447,0.6143464915843047,0.6438739446480267
