id,name,type,typecode,address,lng,lat,tel,rating,cost,group,pname,cityname,adname
BV10025246,耀华路长清路(公交站),交通设施服务;公交车站;公交车站相关,150700,314路;456路;734路;761路;786路;82路;860路;隧道一线;隧道一线区间,121.488415,31.176000,,[],[],交通设施,上海市,上海市,浦东新区
BV10338310,桂林路漕宝路(公交站),交通设施服务;公交车站;公交车站相关,150700,131路;166路;303路;43路;712路;732路;763路;804路;830路;946路;春运24线(原303路),121.418798,31.165816,,[],[],交通设施,上海市,上海市,徐汇区
BV10030852,淮海中路西藏南路(公交站),交通设施服务;公交车站;公交车站相关,150700,320路;805路/805路旅游观光环线;911路;911路双层;926路;932路;春运23线(原320路);隧道八线,121.479695,31.225340,,[],[],交通设施,上海市,上海市,黄浦区
BV09372079,上海动物园枢纽(公交站),交通设施服务;公交车站;公交车站相关,150700,1207路;721路;748路(71路支线3);新泾1路;新泾1路(休息日);新泾1路(节假日),121.369333,31.189805,,[],[],交通设施,上海市,上海市,长宁区
BV10030840,淮海东路云南南路(公交站),交通设施服务;公交车站;公交车站相关,150700,320路;911路;911路双层;926路;930路;932路,121.483325,31.226862,,[],[],交通设施,上海市,上海市,黄浦区
BV11600388,龙华医院(公交站),交通设施服务;公交车站;公交车站相关,150700,167路;301路;44路;50路;733路;864路;932路,121.449704,31.187074,,[],[],交通设施,上海市,上海市,徐汇区
BV10025990,香花桥(公交站),交通设施服务;公交车站;公交车站相关,150700,48路;911路;946路,121.425638,31.203475,,[],[],交通设施,上海市,上海市,长宁区
BV10339420,汇成新村(公交站),交通设施服务;公交车站;公交车站相关,150700,131路;192路;720路;957路;973路,121.434640,31.143103,,[],[],交通设施,上海市,上海市,徐汇区
BV10337015,上海火车站(共和路)(公交站),交通设施服务;公交车站;公交车站相关,150700,113路,121.458108,31.243498,,[],[],交通设施,上海市,上海市,静安区
BV10025587,普陀医院(公交站),交通设施服务;公交车站;公交车站相关,150700,319路;63路;858路;948路;春运26线(原319路);普陀社区巴士,121.403191,31.241919,,[],[],交通设施,上海市,上海市,普陀区
BV11466117,黄陂北路(公交站),交通设施服务;公交车站;公交车站相关,150700,71路区间,121.474411,31.227252,,[],[],交通设施,上海市,上海市,黄浦区
BV10025308,曹杨路谈家渡路(公交站),交通设施服务;公交车站;公交车站相关,150700,01路;136路;323路;44路;62路;737路;923路;普陀社区巴士2线,121.421810,31.233064,,[],[],交通设施,上海市,上海市,普陀区
BV10339423,平江路枫林路(公交站),交通设施服务;公交车站;公交车站相关,150700,957路,121.454221,31.199720,,[],[],交通设施,上海市,上海市,徐汇区
BV10029779,天津路河南中路(公交站),交通设施服务;公交车站;公交车站相关,150700,330路;37路,121.483757,31.238382,,[],[],交通设施,上海市,上海市,黄浦区
BV11622911,淡水路金陵中路(公交站),交通设施服务;公交车站;公交车站相关,150700,大桥一线高峰车;沪塘专线,121.472111,31.222783,,[],[],交通设施,上海市,上海市,黄浦区
BV10025685,罗秀路龙川路(公交站),交通设施服务;公交车站;公交车站相关,150700,56路;731路;755路;820路;闵行20路,121.445516,31.133548,,[],[],交通设施,上海市,上海市,徐汇区
BV10030524,老北门(公交站),交通设施服务;公交车站;公交车站相关,150700,11路内圈;17路;320路;736路;911路;911路双层;926路;930路;932路;969路;春运23线(原320路);隧道八线,121.486265,31.228452,,[],[],交通设施,上海市,上海市,黄浦区
BV10033038,罗秀路龙吴路(公交站),交通设施服务;公交车站;公交车站相关,150700,56路;56路区间;755路;820路,121.451599,31.135186,,[],[],交通设施,上海市,上海市,徐汇区
BV11558609,梅陇西南汽车站(公交站),交通设施服务;公交车站;公交车站相关,150700,南梅线,121.412948,31.141371,,[],[],交通设施,上海市,上海市,徐汇区
BV10029767,愚园路安西路(公交站),交通设施服务;公交车站;公交车站相关,150700,20路;330路;88路,121.425910,31.218883,,[],[],交通设施,上海市,上海市,长宁区
